性别,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3个人社交媒体活动 4公关宣传 5人际关系 6商业广告 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数,话题,
2,13,0,1,8,#新华社评出2022年国际十佳运动员#1、谷爱凌（中国，女，19岁，自由式滑雪）2、梅西（阿根廷，男，35岁，足球）3、斯豪滕（荷兰，女，30岁，速度滑冰）4、基普乔格（肯尼亚，男，38岁，田径）5、杜普兰蒂斯（瑞典，男，23岁，田径）6、本泽马（法国，男，35岁，足球）7、纳达尔（西班牙，男，36岁，网球）8、莱德茨基（美国，女，25岁，游泳）9、斯维亚特克（波兰，女，21岁，网球）10、维斯塔潘（荷兰，男，25岁，赛车）#谷爱凌回顾2022#,2022/12/26,7762,1514,593,"新华社评出2022年国际十佳运动员,谷爱凌回顾2022",2022/12/26 14:20
2,13,0,1,8,【#新华社评出2022年中国十佳运动员#】新华社体育部评出2022年中国十佳运动员：谷爱凌@青蛙公主爱凌 、@高亭宇 、@苏翊鸣 、@徐梦桃 、王嘉男@嘉男兄Fighting 、@Guile隋文静 /@Allen韩聪 、@杨洪琼_ 、@郑钦文Ana 、@张伟丽MMA 、陈芋汐@陈乐乐Diving /@全红婵 ,2022/12/25,2841,244,155,新华社评出2022年中国十佳运动员,2022/12/25 16:51
2,7,0,1,4,#樊振东孙颖莎送圣诞祝福# WTT官方发布圣诞祝福视频，樊振东和@孙颖莎 也祝球迷们圣诞和新年快乐！咪咕体育的微博视频 ,2022/12/24,19,1,1,樊振东孙颖莎送圣诞祝福,2022/12/24 21:02
2,13,0,1,1,#滑板国家集训队选拔赛南京开赛#“星耀巴黎 追梦奥运”🔥2024巴黎奥运会、2022杭州亚运会滑板国家集训队选拔赛正在直播！期待运动员们全力发挥，努力拼搏，组成超强国家队！关注@咪咕酷盖滑板圈 微博直播间，为中国滑板加油！#王一博助力国家滑板队选拔赛#  咪咕酷盖滑板圈的微博直播 ,2022/12/24,14,0,1,"滑板国家集训队选拔赛南京开赛,王一博助力国家滑板队选拔赛",2022/12/24 10:22
2,1,0,3,1,#近半数德国人对国家队失去兴趣# 民意研究机构Yougov代表德国新闻社进行了一项调查，显示大约46%的受访者表示对国家队的兴趣有所下降。由于德国队在过去三届大赛中表现令人失望，其中26%的德国人表示对国家队的兴趣急剧下降，20%的人表示失去了一些兴趣。只有18%的人保持和以前一样的兴趣。咪咕足球的微博视频,2022/12/23,253,30,120,近半数德国人对国家队失去兴趣,2022/12/23 15:30
2,7,0,1,1,#国乒增设混双组长# #国乒再设总教练# 国乒此次竞聘，混双组长岗位为新增，对标巴黎奥运会5块金牌的项目设置和队伍备战目标。明确巴黎目标导向，责任落实到人。在东京奥运会周期，女一队教练组组长马琳兼任混双组组长。此次竞聘，国乒再设总教练，上一个担任国乒总教练的是刘国梁。 ,2022/12/23,30,18,3,"国乒增设混双组长,国乒再设总教练",2022/12/23 11:40
2,11,0,1,8,#隋文静韩聪入围花滑年度奖项三项评选#2023年花滑年度奖项（ISU Skating Awards）颁奖典礼将于2023年2月5日在瑞士苏黎世海伦体育场举行。花滑年度奖项共包含八大奖项，北京冬奥会双人滑冠军、中国花样滑冰双人滑运动员@Guile隋文静 /@Allen韩聪 入围其中三项奖项的评选，分别为最有价值运动员奖、最佳服饰奖以及最具有趣节目奖。,2022/12/21,44,1,2,隋文静韩聪入围花滑年度奖项三项评选,2022/12/21 22:25
2,14,0,2,6,【预告】北京时间12月21日下午5点，新浪体育连麦直播，主持人@小青LoveMilanForever 连麦@郜林 ，媒体人@艾晚 、@马克欣 ，跟大家一起分享足球故事。#再见我的2022# #2022直想和你聊# #世界杯#  新浪体育的微博直播 聊聊足球 ,2022/12/21,170,32,15,"再见我的2022,2022直想和你聊,世界杯",2022/12/21 13:42
2,7,0,1,8,#国际乒联第51周世界排名#男单：樊振东、张本智和、马龙@captain龙 、@王楚钦___ 位居前四，梁靖崑第六，@Eric-林高远 第13；女单：@孙颖莎 、@陈梦-乒乓球 、@王曼昱 、王艺迪@迪214 稳居前四，@陈幸同 排名第7；男双：樊振东/王楚钦排名第3，林高远/梁靖崑第8；女双：王曼昱/孙颖莎位居榜首 ,2022/12/20,26,4,1,国际乒联第51周世界排名,2022/12/20 8:21
2,4,0,1,1,#短池游泳世锦赛# 将于12/13-12/18举办，赛程及中国队报名情况如下：女子：@o张雨霏o 、@_李冰洁-fighting 、柳雅欣@柳阿欣 、@W吴卿风W 、@杨MIAO浚瑄 、@-余依婷 、刘姝含、彭旭玮、@唐钱婷_ 、万乐天、王一淳、@禾呈玉洁 、@_葛楚彤_ 、@刘祉彤- 、杨畅、@张一璠_ 、张可男子：@闫子贝gogo 、潘展乐@看台观战选手 、@覃海洋_ 、@孙佳俊- 、陶冠男@会游泳的冠男 、王浩宇、陈恩德、@陈俊儿__ 、费立纬@第六感之王 、黄志伟、王谷开来、徐放,2022/12/12,15,2,3,短池游泳世锦赛,2022/12/12 15:04
2,6,0,1,1,#雅思组合 十全十美##雅思组合单赛季10冠#亚锦赛泰国赛印尼大师赛印尼公开赛大马公开赛大马大师赛世锦赛丹麦赛法国赛#2022年世界羽联总决赛# 一个十全十美的赛季 ,2022/12/11,90,8,7,"雅思组合 十全十美,雅思组合单赛季10冠,2022年世界羽联总决赛",2022/12/11 20:24
