性别,项目（足球1 篮球2 网球3 游泳跳水4 田径5 羽毛球6 乒乓球7 体操8 排球9 冰雪项目11 电竞12 其他13 体育无关14）,是否用外号（0无 1有+正面或中性 2有+负面或调侃） ,身份（1运动员 2其余从业者 3非从业者）,类别（1赛事赛场报道 2个人生活 3个人社交媒体活动 4公关宣传 5人际关系 6商业广告 7花边绯闻 8外界评价 9媒体物料 10负面新闻）,正文,日期,点赞数,评论数,转发数,话题
0,1,0,1,1,罗体：齐达内已拒绝巴黎曼联切尔西等队邀请 只想执教法国和尤文根据《罗马体育报》的消息，齐达内此前已经拒绝了巴黎、曼联和切尔西等球队的邀请，目前只想执教法国国家队和尤文图斯。罗体称，赋闲在家的齐达内正走向一个十字路口，如果无法成为法国国家队主教练，他最想执教的俱乐部是尤文图斯，此前齐达内已经拒绝了不少欧洲豪门的邀请。此前《队报》在分析齐达内潜在下家时曾提到，“一个吸引他的项目”是至关重要的，而这个项目就是斑马军团。对于齐达内来说，尤文图斯对他的吸引力仅次于法国国家队，虽然阿莱格里的合同2025年才到期，但尤文本赛季表现并不稳定，俱乐部也更换了管理层，赛季结束后可能对技术团队进行洗牌。,2022/12/21,151,46,121,
0,1,0,1,5,哈兰德回应与姆巴佩的竞争是否类似梅罗：我不会和其他人比较挪威媒体Viaplay Fotball发布了采访节目《哈兰德征服英格兰》，在节目中哈兰德谈到了与姆巴佩的竞争。当被问与姆巴佩的竞争是否类似梅西C罗时，哈兰德表示：“这可能是件好事，梅西和C罗一直在相互促进，但我不会将自己和其他人作比较。”,2022/12/21,64,15,5,
0,1,0,1,1,不休假！姆巴佩已回到巴黎训练基地备战 距世界杯结束不到3天北京时间12月21日傍晚，巴黎圣日耳曼社媒更新视频，刚刚参加完世界杯比赛的姆巴佩已经回到球队，备战下半赛季比赛。巴黎圣日耳曼官方推特发布了姆巴佩回到球队的视频，并配文：早上好！姆巴佩本周三开始训练！世界杯决赛，法国点球大战不敌阿根廷，姆巴佩上演帽子戏法仍无缘冠军。世界杯决赛结束不到三天，姆巴佩就已回到俱乐部训练。,2022/12/21,90,26,5,
0,1,0,1,3,摩根截图梅西INS主页：知道你赢了世界杯 但这样庆祝太夸张了 摩根更新了个人推特，截图了梅西的ins个人主页的庆祝动态，说道：“OK，梅西，我知道你赢得了世界杯冠军，但这样庆祝也太夸张了吧？”评论区的有球迷晒出了葡萄牙夺得2016年欧洲杯冠军后C罗的ins个人主页对摩根进行了反击。 ,2022/12/21,242,42,4,
0,1,0,1,8,姆巴佩是梅罗后的最强人吗？还是他已经超越了同年龄段的梅西C罗？来看3人24岁时的数据对比：比赛场次：梅西326场 C罗362场 姆巴佩368场进球数：梅西197球 C罗132球 姆巴佩258球助攻数：梅西97助 C罗84助 姆巴佩 134助冠军数：梅西23座 C罗11座 姆巴佩15座24岁时身价：梅西1亿欧 C罗6000万欧 姆巴佩1.6亿欧,2022/12/21,151,61,114,
0,1,0,2,7,稳重主帅也有疯狂一面！夺冠游行斯卡洛尼半裸上身狂甩球衣这还是你印象里那个阿根廷进球后都毫无表情的斯卡洛尼吗？ ,2022/12/21,74,3,1,
0,1,0,1,1,沪媒：武磊暂未归队 赶上与泰山队比赛的可能性不太大本周五，中超联赛将迎来一场焦点大战，上海海港对阵山东泰山。据《新闻晨报》报道，海港队头号射手武磊暂时尚未归队，还在恢复中的他赶上与泰山队比赛的可能性不太大 ,2022/12/21,18,9,105,
0,1,0,1,8,梅西是否超越马拉多纳？萨内蒂：对我来说没有 我也不喜欢比较阿根廷击败法国，夺得卡塔尔世界杯冠军。前阿根廷队长萨内蒂接受采访，被问到梅西是否已经超越马拉多纳，萨内蒂：“不，对我来说不是。我不喜欢这样的比较。两位历史上最伟大的球员都是阿根廷人，我们当然感到很开心。我认为梅西现在变得更加成熟，他能向其他球员展现他的领导力。”“小伙子们给我们内心非常大的触动，因为我们已经等待太长时间了。他们实现了千千万万阿根廷球迷的梦想。决赛刚开始朝着我们希望的方式发展，但是法国也随后做出了回应。对于阿根廷人来说，这是一场伟大的决赛。”,2022/12/21,70,24,111,
0,1,0,3,7,过于狂热！阿根廷夺冠游行期间至少18人受伤 其中6人送往医院本周二在阿根廷首都布宜诺斯艾利斯举行了世界杯夺冠庆祝活动，而全国大约有500万人参加。不过庆祝活动中也出现了一些意外受伤的情况，阿根廷紧急医疗援助系统负责人阿尔贝托-克雷森蒂证实，至少有18人受伤，其中6人被送往杜兰德、费尔南德斯、里瓦达维亚等医院治疗。大部分伤者都是四肢创伤，主要是因为从树上、交通灯上、桥梁上不慎跌落受伤。,2022/12/21,30,4,1,
0,1,0,1,3,摩根不满梅西不断发动态：OK，里奥，我们知道这些，你赢得了世界杯，你现在有点夸张庆祝了...#梅西高举奖杯被阳光笼罩##阿根廷冠军游行提前结束# ,2022/12/21,10811,679,186,"梅西高举奖杯被阳光笼罩,阿根廷冠军游行提前结束"
0,1,0,1,5,姆巴佩决赛中场激励队友：这是关乎一生的比赛 不能比现在更糟了法国与阿根廷的世界杯决赛中，法国半场0-2落后。法国媒体曝光了姆巴佩半场休息时在更衣室内的讲话。“这是一场世界杯决赛，一场关乎一生的比赛。我们不能再踢得比现在更加糟糕了，我们得反击，要么我们让他们踢得哑口无言，要么我们加大强度。他们进了两个球，我们也要去进两个。”“兄弟们 ，这样的事情每四年都会发生的！”,2022/12/21,55,10,211,
0,1,0,1,7,神奇一幕！梅西从帕雷德斯手中接过金杯 一道光束打在他身上在今天进行的世界杯夺冠庆祝游行的现场，发生了神奇的一幕。当帕雷德斯拿着大力神杯庆祝的时候，有球迷让他把金杯传给梅西。随后，他转过去递给梅西。当梅西接过金杯的时候，天空突然投下一道光束，刚好照在梅西身上。也许这只是巧合，但足够梦幻。#梅西封王##阿根廷冠军游行#,2022/12/21,161,27,111,"梅西封王,阿根廷冠军游行"
0,1,0,1,3,梅西夺冠后发布的ins已获6311万点赞，创社媒点赞历史之最##阿根廷冠军游行##梅西把大力神杯扛在肩上# ,2022/12/21,185,32,6,
0,1,0,3,5,阿根廷球迷们簇拥着大巴前进，现场人山人海#阿根廷队凯旋##阿根廷队带大力神杯回家了##阿根廷冠军# PP体育的微博视频 ,2022/12/21,35,0,2,"阿根廷队凯旋,阿根廷队带大力神杯回家了,阿根廷冠军"
0,1,0,1,3,德保罗晒庆祝大巴内景。 PP体育的微博视频 #阿根廷队凯旋# #阿根廷队带大力神杯回家了# #梅西封王# #阿根廷冠军# ,2022/12/21,273,8,12,"阿根廷队凯旋,阿根廷队带大力神杯回家了,梅西封王,阿根廷冠军"
0,1,0,1,5,阿根廷队回到祖国 举行盛大的世界杯夺冠游行#阿根廷队凯旋##阿根廷队带大力神杯回家了##阿根廷夺冠# ,2022/12/20,34,4,5,"阿根廷队凯旋,阿根廷队带大力神杯回家了,阿根廷夺冠"
0,1,0,1,1,进球网投票2022世界足坛50大球星：梅西榜首，内马尔第2，C罗第111 梅西（巴黎）2 内马尔（巴黎）3 哈兰德（曼城）4 本泽马（皇马）5 姆巴佩（巴黎）6 德布劳内（曼城）7 莫德里奇（皇马）8 莱万（巴萨）9 萨拉赫（利物浦）10 马内（拜仁）11 C罗（曼联）12 维尼修斯（皇马）13 孙兴慜（热刺）14 凯恩（热刺）15 B席（曼城）16 卡塞米罗（曼联）17 福登（曼城）18 库尔图瓦（皇马）19 范迪克（利物浦）20 贝林厄姆（多特）21 阿拉巴（皇马）22 热苏斯（阿森纳）23 穆西亚拉（拜仁）24 坎塞洛（曼城）25 基米希（拜仁）26 吕迪格（皇马）27 恩昆库（莱比锡）28 莱奥（AC米兰）29 马赫雷斯（曼城）30 格纳布里（拜仁）31 路易斯-迪亚斯（利物浦）32 阿诺德（利物浦）33 努涅斯（利物浦）34 特奥（AC米兰）35 法比尼奥（利物浦）36 弗拉霍维奇（尤文）37 阿尔瓦雷斯（曼城）38 奥斯梅恩（那不勒斯）39 库利巴利（切尔西）40 因莫比莱（拉齐奥）41 格拉利什（曼城）42 托莫里（AC米兰）43 佩莱格里尼（罗马）44 洛萨诺（那不勒斯）45 迈尼昂（AC米兰）46 阿莱（多特）47 加布里埃尔-巴尔博萨（弗拉门戈）48 胡尔克（米内罗竞技）49 希克（勒沃库森）50 维加（帕尔梅拉斯）,2022/12/20,257,77,19,
0,1,0,1,5,梅西社媒更新：早上好！安东内拉：美妙的一天 我的爱人，。迪巴拉等也纷纷回复。 ,2022/12/20,57,9,1,
0,1,0,1,5,这样的场面 用什么形容词#阿根廷队带大力神杯回家了###阿根廷队凯旋# PP体育的微博视频 ,2022/12/20,157,47,49,阿根廷队带大力神杯回家了
0,1,0,3,7,泰晤士报：撒盐哥违规触摸奖杯并进入场内骚扰梅西在世界杯决赛后在球场上，名厨盐贝 (Salt Bae) 戴着FIFA认证牌，两次抓住梅西的肩膀试图引起他的注意，但梅西没有理会他。尽管最终他的坚持似乎得到了回报，他还是拍到了与梅西的合影。#梅西封王# PP体育的微博视频 ,2022/12/20,94,14,3,梅西封王
0,1,0,1,1,足球媒体90min_football评出了他们的史上最伟大的50名球星。梅西、马拉多纳和贝利分列前三，C罗名列第8。1梅西，2马拉多纳，3贝利，4贝肯鲍尔，5克鲁伊夫，6大罗，7齐达内，8C罗，9普拉蒂尼，10巴乔，11迪斯蒂法诺，12加林查，13盖德-穆勒，14马尔蒂尼，15普斯卡什，16巴雷西，17济科，18贝斯特，19范巴斯滕，20尤西比奥，21罗马里奥，22科帕，23梅阿查，24查尔顿，25古利特26小罗，27马特乌斯，28苏格拉底，29莫德里奇，30摩尔，31里维利诺，32伊涅斯塔，33鲁梅尼格，34苏亚雷斯，35哈维，36内斯肯斯，37布冯，38斯托伊奇科夫，39基冈，40马修斯，41诺达尔，42雅辛，43卡卡，44维阿，45姆巴佩，46布莱特纳，47罗西，48西沃里，49雅伊济尼奥，50查尔斯,2022/12/20,145,65,7,
0,1,0,3,2,不眠之夜！凌晨3点的阿根廷 数十万名球迷“围堵”蓝白军团大巴#凌晨三点的阿根廷##阿根廷队凯旋# 不眠之夜！凌晨3点的阿根廷 数十万名球迷“围堵”蓝白军团大巴 ,2022/12/20,48,2,6,"凌晨三点的阿根廷,阿根廷队凯旋"
0,1,0,1,2,注意安全！梅西与队友坐在大巴车顶差点碰到电线 帕雷德斯帽子被刮掉#凌晨两点的阿根廷##阿根廷队凯旋# 危险！梅西与队友坐在大巴车顶差点碰到电线 帕雷德斯帽子被刮掉 ,2022/12/20,89,10,1,"凌晨两点的阿根廷,阿根廷队凯旋"
0,1,0,2,2,这一刻阿根廷球迷等了多久？#阿根廷队带大力神杯回家了##梅西手捧大力神杯下飞机# ,2022/12/20,43,7,1,"阿根廷队带大力神杯回家了,梅西手捧大力神杯下飞机"
0,1,0,2,2,最高礼遇！阿根廷国家队专机飞机抵达机场！飞机过水门！#阿根廷队带大力神杯回家了##超20万球迷迎接阿根廷队回家# ,2022/12/20,49,0,108,"阿根廷队带大力神杯回家了,超20万球迷迎接阿根廷队回家"
0,1,0,2,2,阿根廷国家队的专机即将抵达布宜诺斯艾利斯！球迷们等待了36年的大力神杯要来了！阿根廷当地时间已经凌晨，但是有超过十万名球迷聚集在机场附近等待迎接球员们到达！ #阿根廷队带大力神杯回家了# #超20万球迷迎接阿根廷队回家# ,2022/12/20,29,0,0,"阿根廷队带大力神杯回家了,超20万球迷迎接阿根廷队回家"
0,1,0,2,5,还没缓过来呢法国队抵达巴黎与球迷一起庆祝 姆巴佩全程未露笑容法国队昨日抵达巴黎，球迷们守候在协和广场迎接球队。尽管没能夺冠，但法国队依旧得到球迷的掌声和支持。 ,2022/12/20,40,8,1,
0,1,0,1,1,马赛主席：C罗夏窗曾与我们接触 他能在法甲贡献力量葡萄牙巨星在世界杯前与曼联解约成为自由球员，目前尚未确定自己的下一站。马赛主席波利在采访中透露，今年夏窗C罗曾与马赛有过接触。“C罗和马赛当时在进行对话，我想他应该来我们这儿的。他是一个天赋很高的球员，即便现在他的年龄有些大了，但我认为他仍然能在法甲联赛中贡献自己的一些力量。”“我们看到了，梅西在来到这里的第一年有些不适应，不过第二年他就证明了他仍然是最好的球员。”,2022/12/20,38,14,212,
0,1,0,2,1,世界杯落幕，从开幕式到闭幕式，29天的精彩，历历在目，仿佛未从走远。接下来，用三分半的时间重温阿根廷与梅西的封王之路，这其中还是另外31队的难忘瞬间，哪一个镜头是你印象最深刻的呢？西北望看台的微博视频#卡塔尔世界杯的难忘瞬间##定格动画看完梅西圆梦之旅# ,2022/12/20,15,2,3,"卡塔尔世界杯的难忘瞬间,定格动画看完梅西圆梦之旅"
0,1,0,2,2,阿根廷“三星”冠军大巴已出发 去机场等候球员们凯旋归来北京时间今天晚上，阿根廷全队将在布宜诺斯艾利斯方尖碑与球迷一同庆祝夺冠！#梅西封王# 阿根廷“三星”冠军大巴已出发 去机场等候英雄们凯旋归来 ,2022/12/20,36,2,1,梅西封王
0,1,0,2,1,暂不出手？记者：齐达内拒绝了来自巴黎和曼联的巨额合同记者Romain Molina近日在YouTube爆料了齐达内的消息，称齐达内已经拒绝了来自巴黎和曼联的巨额合同。齐达内在2021年夏天离任皇马主帅一职，至今还未重拾教鞭。 ,2022/12/20,13,10,1,
